Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-09-23 00:00:00+07:00,6117.64306640625,6148.14697265625,6117.576171875,6142.7119140625,213294700,0.0,0.0
2021-09-24 00:00:00+07:00,6142.287109375,6163.8837890625,6119.13720703125,6144.81494140625,196295300,0.0,0.0
2021-09-27 00:00:00+07:00,6141.47021484375,6163.27978515625,6109.666015625,6122.4951171875,206632900,0.0,0.0
2021-09-28 00:00:00+07:00,6128.05810546875,6137.9541015625,6097.72216796875,6113.11181640625,272570100,0.0,0.0
2021-09-29 00:00:00+07:00,6100.826171875,6162.55419921875,6086.26318359375,6162.55419921875,230726900,0.0,0.0
2021-09-30 00:00:00+07:00,6175.416015625,6286.94287109375,6174.18212890625,6286.94287109375,202745700,0.0,0.0
2021-10-01 00:00:00+07:00,6269.23779296875,6272.06494140625,6202.90576171875,6228.84521484375,190252600,0.0,0.0
2021-10-04 00:00:00+07:00,6234.798828125,6342.68603515625,6234.798828125,6342.68603515625,257881700,0.0,0.0
2021-10-05 00:00:00+07:00,6337.326171875,6361.453125,6277.7001953125,6288.048828125,268318400,0.0,0.0
2021-10-06 00:00:00+07:00,6313.65283203125,6441.50390625,6307.10888671875,6417.3232421875,231440600,0.0,0.0
2021-10-07 00:00:00+07:00,6414.912109375,6458.63818359375,6392.72705078125,6416.39599609375,183232100,0.0,0.0
2021-10-08 00:00:00+07:00,6440.0,6497.65576171875,6436.51708984375,6481.76904296875,231302300,0.0,0.0
2021-10-11 00:00:00+07:00,6482.95703125,6506.091796875,6451.67822265625,6459.69677734375,204779900,0.0,0.0
2021-10-12 00:00:00+07:00,6462.31494140625,6504.01318359375,6460.0869140625,6486.26708984375,204607300,0.0,0.0
2021-10-13 00:00:00+07:00,6502.1572265625,6600.51806640625,6492.65576171875,6536.90380859375,193450700,0.0,0.0
2021-10-14 00:00:00+07:00,6552.2109375,6637.39990234375,6552.2109375,6626.11376953125,178191500,0.0,0.0
2021-10-15 00:00:00+07:00,6645.259765625,6680.0087890625,6573.3427734375,6633.337890625,160148800,0.0,0.0
2021-10-18 00:00:00+07:00,6649.28076171875,6684.81884765625,6620.84521484375,6658.76806640625,188565300,0.0,0.0
2021-10-19 00:00:00+07:00,6665.71923828125,6677.59716796875,6613.88916015625,6655.998046875,188504800,0.0,0.0
2021-10-21 00:00:00+07:00,6670.27294921875,6687.1337890625,6602.06591796875,6632.97216796875,215065000,0.0,0.0
2021-10-22 00:00:00+07:00,6620.6591796875,6655.44287109375,6585.55712890625,6643.73779296875,165782200,0.0,0.0
2021-10-25 00:00:00+07:00,6626.3671875,6673.51513671875,6625.69677734375,6625.69677734375,175632400,0.0,0.0
2021-10-26 00:00:00+07:00,6640.0517578125,6680.1171875,6638.02783203125,6656.93701171875,180194900,0.0,0.0
2021-10-27 00:00:00+07:00,6664.373046875,6670.80908203125,6590.5048828125,6602.208984375,182503600,0.0,0.0
2021-10-28 00:00:00+07:00,6578.5830078125,6600.2470703125,6509.8779296875,6524.076171875,189347200,0.0,0.0
2021-10-29 00:00:00+07:00,6561.712890625,6596.76904296875,6551.5390625,6591.34619140625,171512200,0.0,0.0
2021-11-01 00:00:00+07:00,6618.1220703125,6627.85107421875,6552.88916015625,6552.88916015625,182528900,0.0,0.0
2021-11-02 00:00:00+07:00,6557.94482421875,6573.69384765625,6480.009765625,6493.27490234375,165299300,0.0,0.0
2021-11-03 00:00:00+07:00,6497.865234375,6561.81005859375,6485.2509765625,6552.1298828125,171604200,0.0,0.0
2021-11-04 00:00:00+07:00,6588.18896484375,6617.86181640625,6583.169921875,6586.44287109375,155291000,0.0,0.0
2021-11-05 00:00:00+07:00,6600.72216796875,6608.4248046875,6550.1171875,6581.78515625,154117700,0.0,0.0
2021-11-08 00:00:00+07:00,6599.40478515625,6637.01123046875,6592.05517578125,6632.296875,167444200,0.0,0.0
2021-11-09 00:00:00+07:00,6640.22119140625,6669.9248046875,6633.2080078125,6669.9248046875,192392200,0.0,0.0
2021-11-10 00:00:00+07:00,6665.548828125,6683.14501953125,6651.7978515625,6683.14501953125,153422900,0.0,0.0
2021-11-11 00:00:00+07:00,6694.5830078125,6704.4638671875,6671.22705078125,6691.341796875,209193300,0.0,0.0
2021-11-12 00:00:00+07:00,6710.85302734375,6714.158203125,6646.31591796875,6651.05419921875,198646700,0.0,0.0
2021-11-15 00:00:00+07:00,6661.84912109375,6675.59521484375,6610.8232421875,6616.02880859375,203267300,0.0,0.0
2021-11-16 00:00:00+07:00,6598.408203125,6654.51513671875,6592.22802734375,6651.20703125,207039500,0.0,0.0
2021-11-17 00:00:00+07:00,6667.86181640625,6679.30419921875,6650.494140625,6675.80419921875,217158400,0.0,0.0
2021-11-18 00:00:00+07:00,6653.7001953125,6669.7861328125,6621.69287109375,6636.46923828125,248016700,0.0,0.0
2021-11-19 00:00:00+07:00,6651.77880859375,6720.98779296875,6651.77880859375,6720.26318359375,258781800,0.0,0.0
2021-11-22 00:00:00+07:00,6731.51513671875,6754.4638671875,6690.81787109375,6723.38623046875,218097200,0.0,0.0
2021-11-23 00:00:00+07:00,6716.1572265625,6732.89794921875,6662.5380859375,6677.8759765625,186336800,0.0,0.0
2021-11-24 00:00:00+07:00,6697.423828125,6698.4140625,6668.05419921875,6683.27685546875,224587000,0.0,0.0
2021-11-25 00:00:00+07:00,6694.95703125,6751.001953125,6694.796875,6699.34619140625,215655400,0.0,0.0
2021-11-26 00:00:00+07:00,6688.56884765625,6691.7119140625,6544.89599609375,6561.55322265625,242523500,0.0,0.0
2021-11-29 00:00:00+07:00,6552.80322265625,6617.287109375,6487.748046875,6608.2900390625,0,0.0,0.0
2021-11-30 00:00:00+07:00,6605.796875,6647.47705078125,6533.93212890625,6533.93212890625,216798600,0.0,0.0
2021-12-01 00:00:00+07:00,6544.51708984375,6593.07421875,6494.4970703125,6507.6767578125,195068500,0.0,0.0
2021-12-02 00:00:00+07:00,6517.3388671875,6586.89599609375,6484.578125,6583.81982421875,210837500,0.0,0.0
2021-12-03 00:00:00+07:00,6588.01416015625,6600.1650390625,6536.9072265625,6538.505859375,172625500,0.0,0.0
2021-12-06 00:00:00+07:00,6552.81591796875,6585.26318359375,6525.98486328125,6547.1162109375,180052400,0.0,0.0
2021-12-07 00:00:00+07:00,6575.97607421875,6608.6337890625,6573.10986328125,6602.56884765625,212352000,0.0,0.0
2021-12-08 00:00:00+07:00,6618.7548828125,6632.94091796875,6584.96923828125,6603.7978515625,216901600,0.0,0.0
2021-12-09 00:00:00+07:00,6617.1328125,6643.93212890625,6602.876953125,6643.93212890625,240218200,0.0,0.0
2021-12-10 00:00:00+07:00,6618.68603515625,6652.921875,6605.416015625,6652.921875,229170800,0.0,0.0
2021-12-13 00:00:00+07:00,6663.73876953125,6688.37890625,6659.1669921875,6662.87109375,232086300,0.0,0.0
2021-12-14 00:00:00+07:00,6665.3828125,6671.31298828125,6598.69482421875,6615.63720703125,187591100,0.0,0.0
2021-12-15 00:00:00+07:00,6615.72412109375,6662.83984375,6610.4521484375,6626.2568359375,196016500,0.0,0.0
2021-12-16 00:00:00+07:00,6648.2880859375,6661.94482421875,6579.36376953125,6594.7978515625,185929900,0.0,0.0
2021-12-17 00:00:00+07:00,6584.88720703125,6609.044921875,6559.30322265625,6601.93212890625,210214300,0.0,0.0
2021-12-20 00:00:00+07:00,6571.34521484375,6579.12890625,6533.52294921875,6547.11181640625,181341400,0.0,0.0
2021-12-21 00:00:00+07:00,6545.537109375,6579.89208984375,6531.56494140625,6554.30908203125,186470700,0.0,0.0
2021-12-22 00:00:00+07:00,6572.53515625,6592.1669921875,6529.5927734375,6529.5927734375,187213900,0.0,0.0
2021-12-23 00:00:00+07:00,6537.59912109375,6570.287109375,6531.77783203125,6555.55078125,209975800,0.0,0.0
2021-12-24 00:00:00+07:00,6559.0888671875,6583.85986328125,6554.97998046875,6562.89990234375,176357600,0.0,0.0
2021-12-27 00:00:00+07:00,6570.55810546875,6588.42578125,6562.55419921875,6575.44384765625,179010000,0.0,0.0
2021-12-28 00:00:00+07:00,6588.1337890625,6615.94580078125,6586.52001953125,6598.3427734375,191799500,0.0,0.0
2021-12-29 00:00:00+07:00,6603.755859375,6621.5791015625,6585.39599609375,6600.6767578125,200549500,0.0,0.0
2021-12-30 00:00:00+07:00,6609.44287109375,6613.72802734375,6581.48193359375,6581.48193359375,192017600,0.0,0.0
2022-01-03 00:00:00+07:00,6586.259765625,6677.19921875,6586.1328125,6665.30810546875,182552700,0.0,0.0
2022-01-04 00:00:00+07:00,6675.1298828125,6720.6572265625,6675.1298828125,6695.373046875,185900100,0.0,0.0
2022-01-05 00:00:00+07:00,6703.171875,6738.10986328125,6634.8388671875,6662.298828125,179080500,0.0,0.0
2022-01-06 00:00:00+07:00,6674.85205078125,6679.85107421875,6593.22900390625,6653.35107421875,179990500,0.0,0.0
2022-01-07 00:00:00+07:00,6669.51123046875,6712.14697265625,6647.712890625,6701.31591796875,157064700,0.0,0.0
2022-01-10 00:00:00+07:00,6697.3759765625,6725.02392578125,6689.2822265625,6691.1240234375,159382400,0.0,0.0
2022-01-11 00:00:00+07:00,6705.7958984375,6727.76708984375,6636.5009765625,6647.97021484375,181053500,0.0,0.0
2022-01-12 00:00:00+07:00,6662.39501953125,6690.3232421875,6625.7568359375,6647.06494140625,192900600,0.0,0.0
2022-01-13 00:00:00+07:00,6659.97314453125,6667.94091796875,6626.3388671875,6658.35595703125,180765500,0.0,0.0
2022-01-14 00:00:00+07:00,6653.64599609375,6699.4130859375,6631.0458984375,6693.40087890625,140467300,0.0,0.0
2022-01-17 00:00:00+07:00,6711.40576171875,6711.82177734375,6625.86279296875,6645.0478515625,148626000,0.0,0.0
2022-01-18 00:00:00+07:00,6654.958984375,6667.40478515625,6534.27001953125,6614.05908203125,172778900,0.0,0.0
2022-01-19 00:00:00+07:00,6609.83203125,6615.451171875,6575.380859375,6591.98095703125,171354300,0.0,0.0
2022-01-20 00:00:00+07:00,6607.798828125,6637.20703125,6587.76513671875,6626.87109375,158271000,0.0,0.0
2022-01-21 00:00:00+07:00,6626.34814453125,6726.373046875,6607.41796875,6726.373046875,154628300,0.0,0.0
2022-01-24 00:00:00+07:00,6700.82177734375,6712.26220703125,6645.4091796875,6655.166015625,176239200,0.0,0.0
2022-01-25 00:00:00+07:00,6630.8779296875,6632.953125,6523.92919921875,6568.1728515625,213235100,0.0,0.0
2022-01-26 00:00:00+07:00,6569.81787109375,6601.3369140625,6549.52099609375,6600.81884765625,226349800,0.0,0.0
2022-01-27 00:00:00+07:00,6586.85400390625,6627.40576171875,6570.75,6611.1611328125,177817500,0.0,0.0
2022-01-28 00:00:00+07:00,6618.7177734375,6645.51123046875,6603.4912109375,6645.51123046875,192680600,0.0,0.0
2022-01-31 00:00:00+07:00,6656.70703125,6669.9111328125,6626.65576171875,6631.15087890625,182548300,0.0,0.0
2022-02-02 00:00:00+07:00,6657.7919921875,6716.59716796875,6650.30322265625,6707.65185546875,214830000,0.0,0.0
2022-02-03 00:00:00+07:00,6724.39892578125,6730.59814453125,6648.078125,6683.85107421875,202406000,0.0,0.0
2022-02-04 00:00:00+07:00,6697.94287109375,6731.39111328125,6685.40380859375,6731.39111328125,177332600,0.0,0.0
2022-02-07 00:00:00+07:00,6751.34912109375,6806.72998046875,6748.9091796875,6804.93701171875,225856300,0.0,0.0
2022-02-08 00:00:00+07:00,6813.18408203125,6860.75,6780.4169921875,6789.52197265625,255862800,0.0,0.0
2022-02-09 00:00:00+07:00,6811.75390625,6840.39404296875,6796.6328125,6834.60595703125,253458500,0.0,0.0
2022-02-10 00:00:00+07:00,6859.333984375,6874.35107421875,6814.2109375,6823.64208984375,279507200,0.0,0.0
2022-02-11 00:00:00+07:00,6813.60791015625,6825.06201171875,6773.537109375,6815.60693359375,223574800,0.0,0.0
2022-02-14 00:00:00+07:00,6791.31591796875,6796.7119140625,6698.5087890625,6734.48583984375,202907800,0.0,0.0
2022-02-15 00:00:00+07:00,6746.35888671875,6807.4970703125,6727.35888671875,6807.4970703125,210390400,0.0,0.0
2022-02-16 00:00:00+07:00,6821.92578125,6857.64990234375,6821.158203125,6850.1982421875,216253600,0.0,0.0
2022-02-17 00:00:00+07:00,6836.18310546875,6859.7060546875,6790.5908203125,6835.1171875,229539500,0.0,0.0
2022-02-18 00:00:00+07:00,6837.51904296875,6899.41015625,6812.35595703125,6892.81787109375,233754300,0.0,0.0
2022-02-21 00:00:00+07:00,6896.751953125,6927.9091796875,6886.1328125,6902.96484375,231576400,0.0,0.0
2022-02-22 00:00:00+07:00,6879.81884765625,6903.99609375,6823.94482421875,6861.994140625,196218500,0.0,0.0
2022-02-23 00:00:00+07:00,6878.625,6920.05615234375,6873.81396484375,6920.05615234375,204842700,0.0,0.0
2022-02-24 00:00:00+07:00,6912.47705078125,6929.9111328125,6758.86083984375,6817.81982421875,282680700,0.0,0.0
2022-02-25 00:00:00+07:00,6825.37109375,6904.91015625,6822.244140625,6888.1708984375,211896500,0.0,0.0
2022-03-01 00:00:00+07:00,6964.69677734375,6996.93505859375,6915.97607421875,6921.44091796875,196006400,0.0,0.0
2022-03-02 00:00:00+07:00,6956.6181640625,6973.35791015625,6861.958984375,6868.40185546875,325795100,0.0,0.0
2022-03-04 00:00:00+07:00,6921.31591796875,6936.98876953125,6895.73095703125,6928.328125,247492300,0.0,0.0
2022-03-07 00:00:00+07:00,6905.32421875,6917.93310546875,6843.81201171875,6869.06591796875,261271800,0.0,0.0
2022-03-08 00:00:00+07:00,6895.630859375,6929.86279296875,6814.18310546875,6814.18310546875,246218500,0.0,0.0
2022-03-09 00:00:00+07:00,6836.671875,6888.93017578125,6824.0908203125,6864.44091796875,209971800,0.0,0.0
2022-03-10 00:00:00+07:00,6897.1748046875,6924.0078125,6837.72509765625,6924.0078125,194071700,0.0,0.0
2022-03-11 00:00:00+07:00,6872.6318359375,6922.60205078125,6853.85791015625,6922.60205078125,174120300,0.0,0.0
2022-03-14 00:00:00+07:00,6949.2060546875,6969.9931640625,6918.31298828125,6952.2041015625,193318000,0.0,0.0
2022-03-15 00:00:00+07:00,6968.34912109375,6996.32080078125,6894.9208984375,6918.18505859375,189709300,0.0,0.0
2022-03-16 00:00:00+07:00,6951.35205078125,6992.39501953125,6946.8427734375,6992.39501953125,171297500,0.0,0.0
2022-03-17 00:00:00+07:00,7016.5322265625,7032.7021484375,6949.166015625,6964.384765625,197411300,0.0,0.0
2022-03-18 00:00:00+07:00,6981.26220703125,7000.587890625,6926.4140625,6954.96484375,198102900,0.0,0.0
2022-03-21 00:00:00+07:00,6945.89306640625,6974.15380859375,6929.93408203125,6955.18115234375,216686100,0.0,0.0
2022-03-22 00:00:00+07:00,6974.97705078125,7003.259765625,6968.201171875,7000.82177734375,188258200,0.0,0.0
2022-03-23 00:00:00+07:00,7010.8388671875,7022.0439453125,6976.1591796875,6996.115234375,214242900,0.0,0.0
2022-03-24 00:00:00+07:00,6986.18310546875,7049.68505859375,6977.833984375,7049.68505859375,264967400,0.0,0.0
2022-03-25 00:00:00+07:00,7050.55322265625,7055.3408203125,6978.39892578125,7002.5322265625,201857500,0.0,0.0
2022-03-28 00:00:00+07:00,6996.31787109375,7051.541015625,6987.22314453125,7049.60302734375,174012100,0.0,0.0
2022-03-29 00:00:00+07:00,7052.73486328125,7072.77783203125,7007.91015625,7011.68896484375,185204100,0.0,0.0
2022-03-30 00:00:00+07:00,7037.2021484375,7055.8662109375,7022.65185546875,7053.18994140625,194572800,0.0,0.0
2022-03-31 00:00:00+07:00,7070.76123046875,7099.4970703125,7049.81005859375,7071.44189453125,178707400,0.0,0.0
2022-04-01 00:00:00+07:00,7093.69921875,7099.3017578125,7040.4912109375,7078.759765625,157645900,0.0,0.0
2022-04-04 00:00:00+07:00,7082.2470703125,7116.2177734375,7060.2138671875,7116.2177734375,173611100,0.0,0.0
2022-04-05 00:00:00+07:00,7122.9140625,7148.298828125,7110.11083984375,7148.298828125,184230300,0.0,0.0
2022-04-06 00:00:00+07:00,7128.412109375,7147.9921875,7090.22412109375,7104.2158203125,216736400,0.0,0.0
2022-04-07 00:00:00+07:00,7115.0869140625,7145.16796875,7097.90380859375,7127.3671875,204797800,0.0,0.0
2022-04-08 00:00:00+07:00,7157.30908203125,7216.494140625,7151.2587890625,7210.8349609375,207396700,0.0,0.0
2022-04-11 00:00:00+07:00,7212.0029296875,7355.2998046875,7194.60791015625,7203.7939453125,334575500,0.0,0.0
2022-04-12 00:00:00+07:00,7205.0771484375,7320.23681640625,7146.5859375,7214.78076171875,253923400,0.0,0.0
2022-04-13 00:00:00+07:00,7240.18896484375,7266.39892578125,7212.85791015625,7262.77685546875,245926100,0.0,0.0
2022-04-14 00:00:00+07:00,7265.31982421875,7282.90576171875,7234.3330078125,7235.5322265625,238683900,0.0,0.0
2022-04-18 00:00:00+07:00,7245.50390625,7277.0751953125,7243.36083984375,7275.2890625,210765700,0.0,0.0
2022-04-19 00:00:00+07:00,7283.4169921875,7297.39404296875,7199.23193359375,7199.23193359375,214778100,0.0,0.0
2022-04-20 00:00:00+07:00,7226.8720703125,7262.55810546875,7184.96484375,7227.36181640625,266258400,0.0,0.0
2022-04-21 00:00:00+07:00,7249.4970703125,7294.671875,7245.72607421875,7276.19287109375,177135800,0.0,0.0
2022-04-22 00:00:00+07:00,7251.98095703125,7291.47998046875,7174.81005859375,7225.60595703125,249844600,0.0,0.0
2022-04-25 00:00:00+07:00,7204.1611328125,7234.31494140625,7121.85986328125,7215.97900390625,212314600,0.0,0.0
2022-04-26 00:00:00+07:00,7208.9228515625,7247.47509765625,7161.6591796875,7232.15283203125,197362000,0.0,0.0
2022-04-27 00:00:00+07:00,7211.7109375,7226.01904296875,7175.06689453125,7196.76416015625,201981800,0.0,0.0
2022-04-28 00:00:00+07:00,7260.27001953125,7267.11181640625,7204.59912109375,7228.9140625,194334400,0.0,0.0
2022-05-09 00:00:00+07:00,7154.9169921875,7156.48388671875,6896.9990234375,6909.7509765625,212774700,0.0,0.0
2022-05-10 00:00:00+07:00,6747.56298828125,6832.09814453125,6662.61181640625,6819.7939453125,193141700,0.0,0.0
2022-05-11 00:00:00+07:00,6833.19384765625,6902.2158203125,6796.2958984375,6816.203125,0,0.0,0.0
2022-05-12 00:00:00+07:00,6802.328125,6802.328125,6576.30908203125,6599.83984375,194742800,0.0,0.0
2022-05-13 00:00:00+07:00,6586.5771484375,6633.01416015625,6509.87890625,6597.9931640625,177689000,0.0,0.0
2022-05-17 00:00:00+07:00,6603.89306640625,6703.05078125,6574.13623046875,6644.466796875,195947200,0.0,0.0
2022-05-18 00:00:00+07:00,6676.39404296875,6804.9072265625,6648.94091796875,6793.4140625,192322000,0.0,0.0
2022-05-19 00:00:00+07:00,6719.7568359375,6851.7177734375,6620.68408203125,6823.3349609375,234684500,0.0,0.0
2022-05-20 00:00:00+07:00,6839.01611328125,6965.10595703125,6804.9072265625,6918.14404296875,193153300,0.0,0.0
2022-05-23 00:00:00+07:00,6930.93896484375,6972.18017578125,6802.712890625,6840.77490234375,181821900,0.0,0.0
2022-05-24 00:00:00+07:00,6859.22216796875,6941.6669921875,6822.14013671875,6914.14111328125,197751100,0.0,0.0
2022-05-25 00:00:00+07:00,6914.64501953125,6944.48291015625,6858.69580078125,6883.50390625,173878500,0.0,0.0
2022-05-27 00:00:00+07:00,6948.22607421875,7032.82177734375,6938.29296875,7026.255859375,196905500,0.0,0.0
2022-05-30 00:00:00+07:00,7052.1728515625,7069.2509765625,6974.6162109375,7037.56494140625,201457000,0.0,0.0
2022-05-31 00:00:00+07:00,7064.22607421875,7148.97021484375,7033.755859375,7148.97021484375,279640300,0.0,0.0
2022-06-02 00:00:00+07:00,7130.60107421875,7209.0791015625,7117.97900390625,7148.72314453125,227362900,0.0,0.0
2022-06-03 00:00:00+07:00,7176.68212890625,7233.9951171875,7170.69287109375,7182.9609375,240581300,0.0,0.0
2022-06-06 00:00:00+07:00,7163.173828125,7194.5361328125,7056.1748046875,7096.58203125,231204100,0.0,0.0
2022-06-07 00:00:00+07:00,7101.31298828125,7192.54296875,7062.9658203125,7141.044921875,275161800,0.0,0.0
2022-06-08 00:00:00+07:00,7133.4970703125,7220.0849609375,7102.86181640625,7193.31396484375,260589300,0.0,0.0
2022-06-09 00:00:00+07:00,7186.89208984375,7257.9970703125,7174.81982421875,7182.830078125,270045800,0.0,0.0
2022-06-10 00:00:00+07:00,7143.2412109375,7160.1162109375,7051.22314453125,7086.64794921875,244570500,0.0,0.0
2022-06-13 00:00:00+07:00,6992.22998046875,6996.7138671875,6924.9521484375,6995.44189453125,262879000,0.0,0.0
2022-06-14 00:00:00+07:00,6949.64794921875,7049.8818359375,6932.7138671875,7049.8818359375,234982700,0.0,0.0
2022-06-15 00:00:00+07:00,7031.19921875,7086.3818359375,6966.02685546875,7007.0498046875,274136800,0.0,0.0
2022-06-16 00:00:00+07:00,7063.0771484375,7138.49609375,7025.93115234375,7050.326171875,268578900,0.0,0.0
2022-06-17 00:00:00+07:00,6987.751953125,6999.5390625,6882.64404296875,6936.966796875,281566500,0.0,0.0
2022-06-20 00:00:00+07:00,6937.0078125,6976.376953125,6859.59912109375,6976.376953125,270432200,0.0,0.0
2022-06-21 00:00:00+07:00,6976.3359375,7049.9091796875,6967.623046875,7044.07080078125,235393100,0.0,0.0
2022-06-22 00:00:00+07:00,7044.11083984375,7063.2587890625,6968.296875,6984.31103515625,214189700,0.0,0.0
2022-06-23 00:00:00+07:00,6984.31103515625,7010.27294921875,6920.73486328125,6998.26708984375,212119400,0.0,0.0
2022-06-24 00:00:00+07:00,6998.34814453125,7067.7470703125,6997.919921875,7042.93701171875,201464700,0.0,0.0
2022-06-27 00:00:00+07:00,7043.01806640625,7070.51904296875,6973.658203125,7016.05517578125,181378000,0.0,0.0
2022-06-28 00:00:00+07:00,7016.13623046875,7016.9169921875,6960.07177734375,6996.4560546875,172583900,0.0,0.0
2022-06-29 00:00:00+07:00,6996.4560546875,7016.05615234375,6942.35107421875,6942.35107421875,164738900,0.0,0.0
2022-06-30 00:00:00+07:00,6942.35107421875,6990.86181640625,6897.67578125,6911.58203125,164820700,0.0,0.0
2022-07-01 00:00:00+07:00,6911.58203125,6940.97998046875,6777.31689453125,6794.328125,157368000,0.0,0.0
2022-07-04 00:00:00+07:00,6794.3681640625,6796.51904296875,6559.63720703125,6639.171875,172853700,0.0,0.0
2022-07-05 00:00:00+07:00,6639.2119140625,6767.8291015625,6639.2119140625,6703.26611328125,181055000,0.0,0.0
2022-07-06 00:00:00+07:00,6703.26611328125,6709.921875,6602.89697265625,6646.41015625,140628200,0.0,0.0
2022-07-07 00:00:00+07:00,6646.41015625,6682.6669921875,6632.38720703125,6652.5869140625,157996000,0.0,0.0
2022-07-08 00:00:00+07:00,6652.6669921875,6740.21923828125,6652.6669921875,6740.21923828125,157598800,0.0,0.0
2022-07-11 00:00:00+07:00,6740.01904296875,6757.0869140625,6690.6162109375,6722.14501953125,163555700,0.0,0.0
2022-07-12 00:00:00+07:00,6722.18505859375,6745.42578125,6708.17578125,6718.2939453125,184326800,0.0,0.0
2022-07-13 00:00:00+07:00,6718.2939453125,6727.9228515625,6636.048828125,6640.990234375,169282000,0.0,0.0
2022-07-14 00:00:00+07:00,6640.990234375,6700.05322265625,6607.7021484375,6690.0869140625,131271000,0.0,0.0
2022-07-15 00:00:00+07:00,6690.0869140625,6716.9560546875,6645.90283203125,6651.90478515625,145685800,0.0,0.0
2022-07-18 00:00:00+07:00,6652.06494140625,6702.07421875,6611.92578125,6659.2529296875,143740000,0.0,0.0
2022-07-19 00:00:00+07:00,6659.29296875,6740.0751953125,6626.2548828125,6736.091796875,170776400,0.0,0.0
2022-07-20 00:00:00+07:00,6736.171875,6880.7568359375,6736.06396484375,6874.7431640625,182468200,0.0,0.0
2022-07-21 00:00:00+07:00,6874.783203125,6893.3759765625,6809.7158203125,6864.130859375,156437900,0.0,0.0
2022-07-22 00:00:00+07:00,6864.130859375,6901.72021484375,6850.48876953125,6886.9619140625,199589800,0.0,0.0
2022-07-25 00:00:00+07:00,6887.0419921875,6908.19189453125,6858.4072265625,6858.4072265625,210616100,0.0,0.0
2022-07-26 00:00:00+07:00,6858.44677734375,6899.92919921875,6857.80078125,6871.537109375,320241300,0.0,0.0
2022-07-27 00:00:00+07:00,6871.4970703125,6911.89990234375,6861.44677734375,6898.2158203125,276772700,0.0,0.0
2022-07-28 00:00:00+07:00,6898.2958984375,6984.5322265625,6898.2958984375,6956.81689453125,287336500,0.0,0.0
2022-07-29 00:00:00+07:00,6956.89697265625,7032.35302734375,6951.123046875,6951.123046875,292504000,0.0,0.0
2022-08-01 00:00:00+07:00,6951.123046875,7005.29296875,6949.634765625,6968.783203125,238507600,0.0,0.0
2022-08-02 00:00:00+07:00,6968.783203125,6991.39208984375,6902.6298828125,6988.1572265625,216232400,0.0,0.0
2022-08-03 00:00:00+07:00,6988.1572265625,7046.634765625,6971.73583984375,7046.634765625,225842100,0.0,0.0
2022-08-04 00:00:00+07:00,7046.634765625,7075.56005859375,7025.05419921875,7057.34814453125,248154300,0.0,0.0
2022-08-05 00:00:00+07:00,7057.34814453125,7090.76708984375,7045.98193359375,7084.65478515625,173887000,0.0,0.0
2022-08-08 00:00:00+07:00,7084.65478515625,7100.80810546875,7050.82421875,7086.84912109375,219012400,0.0,0.0
